spec,entry_threshold,transaction_cost,num_pairs,portfolio_weighting,max_pair_weight,min_pair_weight,gross_total_return,gross_sharpe,gross_sharpe_se,net_total_return,net_annual_return,net_annual_volatility,net_sharpe,net_sharpe_se,net_max_drawdown,net_daily_hit_rate,num_trades,trade_win_rate,avg_trade_return,avg_holding_days,fold,fdr_q,hmm_regime_at_test_start,test_start,test_end,chosen_threshold,transaction_cost_bps,num_training_pairs,num_final_pairs,num_final_stock_stock,num_final_stock_etf,num_final_fdr_pass,cost_model,cost_accounting
static_ols,2.0,0.0,4,inverse_volatility,0.3847086252710021,0.1642414608344567,0.0,,,0.005228740396287845,0.010826668086045791,0.03104891562347788,0.3486971402588734,0.09139319086838572,-0.014454998656431628,0.5196850393700787,8,0.625,0.0038026926112177534,25.625,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_base,2.0,0.0,4,inverse_volatility,0.32108783644754224,0.13564654488199307,0.0,,,-0.025017502232940636,-0.04996885626925931,0.02452896960963654,-2.0371363764757717,0.15560302580353605,-0.033655057180026926,0.14173228346456693,22,0.36363636363636365,-0.006240841119439859,2.772727272727273,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_filter,2.0,0.0,4,inverse_volatility,0.5355606332511259,0.0,0.0,,,-0.010310455304121335,-0.02046766292896612,0.013926119824757117,-1.4697319272364577,0.12797809756536302,-0.017284149377320035,0.023622047244094488,5,0.2,-0.0126822867313648,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_full,2.0,0.0005,4,inverse_volatility,0.5501564455760314,0.0,0.0,,,-0.005445045014168981,-0.010810298156679924,0.006857680801103143,-1.5763781473965592,0.1328809790039969,-0.008867399572283885,0.023622047244094488,5,0.2,-0.006578189615109054,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,2021-07-01,2021-12-31,2.0,5,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,2.0,0.0005,4,inverse_volatility,0.3842285747422856,0.1646519480654715,0.0,,,0.003492970096112602,0.007395666762568145,0.030995373866075107,0.2386055026960914,0.08998977601413524,-0.014921969322122086,0.5118110236220472,8,0.625,0.0033009908331171484,25.625,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_base,2.0,0.0005,4,inverse_volatility,0.323404891323279,0.13478476859459873,0.0,,,-0.030142720995831374,-0.060422861447307095,0.024603261435588893,-2.4558882815391603,0.17781910709492638,-0.03658842444278354,0.13385826771653545,22,0.36363636363636365,-0.006741082834469836,2.772727272727273,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_filter,2.0,0.0005,4,inverse_volatility,0.5514754706636296,0.0,0.0,,,-0.010905619417713619,-0.021664539024351268,0.013681001612255016,-1.583549190210229,0.13321624179511174,-0.01763961014443538,0.023622047244094488,5,0.2,-0.013181666313597318,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,5,,,,,,,
kalman_full,2.0,0.001,4,inverse_volatility,0.5660030358007276,0.0,0.0,,,-0.005736837846927911,-0.011393352427107937,0.006733976222712381,-1.691920501394168,0.13836211452695302,-0.009032503066266129,0.023622047244094488,5,0.2,-0.006829547735496977,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,2021-07-01,2021-12-31,2.0,10,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,2.0,0.001,4,inverse_volatility,0.3837247154643316,0.165123771397899,0.0,,,0.0017622599967435093,0.003969309102087989,0.030958376633302837,0.1282143811706873,0.08909958437160549,-0.01542288621728316,0.5118110236220472,8,0.5,0.002799289055016488,25.625,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_base,2.0,0.001,4,inverse_volatility,0.3248957671682387,0.13427374551592858,0.0,,,-0.03529340260268432,-0.07098214308945819,0.02476055680422457,-2.8667426040010313,0.20057214577259055,-0.039538328523093025,0.12598425196850394,22,0.3181818181818182,-0.00724132292247884,2.772727272727273,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_filter,2.0,0.001,4,inverse_volatility,0.5673073498338855,0.0,0.0,,,-0.011480846513825083,-0.022822090244057593,0.013432941149594129,-1.6989645074673132,0.13870152054576507,-0.017966026639213428,0.023622047244094488,5,0.2,-0.013681044952946687,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,10,,,,,,,
kalman_full,2.0,0.0025,4,inverse_volatility,0.6109128834131602,0.0,0.0,,,-0.006606624129551153,-0.013132163158070921,0.00637994830146878,-2.058349462651235,0.15669824693375708,-0.009487575735026232,0.023622047244094488,5,0.2,-0.007583619998157332,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,2021-07-01,2021-12-31,2.0,25,10.0,4.0,4.0,0.0,0.0,flat_bps,leg_level
static_ols,2.0,0.0025,4,inverse_volatility,0.38208496266758746,0.16689903968744468,0.0,,,-0.003392732451908076,-0.006268093792772868,0.030947164453154243,-0.20254178059709124,0.08964108601922705,-0.016952090843001533,0.49606299212598426,8,0.5,0.0012941837207147006,25.625,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_base,2.0,0.0025,4,inverse_volatility,0.3245047100365039,0.13474597652616746,0.0,,,-0.05084250841968874,-0.10318948116530711,0.025714523942112065,-4.012887090486484,0.26696945179717874,-0.05250353584950551,0.12598425196850394,22,0.22727272727272727,-0.008742033424431618,2.772727272727273,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_filter,2.0,0.0025,4,inverse_volatility,0.6121623539474869,0.0,0.0,,,-0.013194750781818088,-0.026274256707827785,0.012723361978076596,-2.065040415662189,0.15704445328740405,-0.018864940605552216,0.023622047244094488,5,0.2,-0.015179175213696227,1.8,fold_05_202107_202112,0.1,low_vol_at_test_start,,,,25,,,,,,,
kalman_full,3.5,0.0,4,inverse_volatility,0.9552409523147125,0.0,0.0,,,-1.7194304091638912e-07,7.650130529057719e-19,0.000835981616637022,9.151075067694172e-16,0.08944271909999159,-0.0004146601511890724,0.008,2,0.5,-0.004415092981987001,1.0,fold_06_202110_202203,0.1,low_vol_at_test_start,2021-10-01,2022-03-31,3.5,0,10.0,4.0,4.0,0.0,1.0,flat_bps,leg_level
static_ols,3.5,0.0,4,inverse_volatility,1.0,0.0,0.0,,,0.027982760417659014,0.055827777266662035,0.019264729204454756,2.8979269147345437,0.20394097580567638,-0.0015735234703726508,0.072,1,1.0,0.027982760417659014,11.0,fold_06_202110_202203,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_base,3.5,0.0,4,inverse_volatility,0.5432542762477031,0.0,0.0,,,0.0031385346520915736,0.006331962175878612,0.00540944038791726,1.170539228054335,0.11610619422604529,-0.0032220370238987828,0.056,7,0.8571428571428571,-0.0047123778105481184,1.7142857142857142,fold_06_202110_202203,0.1,low_vol_at_test_start,,,,0,,,,,,,
kalman_filter,3.5,0.0,4,inverse_volatility,0.9547840668927399,0.0,0.0,,,-7.05943179357682e-07,6.775829897165409e-18,0.001693905971098955,4.00012161995595e-15,0.08944271909999159,-0.0008402042486311823,0.008,2,0.5,-0.008851022680060272,1.0,fold_06_202110_202203,0.1,low_vol_at_test_start,,,,0,,,,,,,
